,ISO_3166-1_alpha-2,ISO_3166-1_alpha-3,_name,_type,administrative,aerodrome,allotments,archaeological_site,arts_centre,artwork,attraction,bakery,bar,bay,beach,building,bus_stop,cafe,canal,car_rental,chalet,city,city_district,clothes,commercial,community_centre,continent,convenience,country,country_code,county,county_code,cycleway,department_store,doctors,dry_cleaning,farm,farmyard,fast_food,ferry_terminal,florist,footway,fuel,garden,grave_yard,guest_house,hamlet,hardware,hostel,hotel,house,house_number,industrial,information,island,islet,lat,lng,local_administrative_area,locality,marina,memorial,mountain_pass,neighbourhood,path,peak,pedestrian,picnic_site,place_of_worship,political_union,postcode,pub,raceway,railway,recreation_ground,region,residential,restaurant,retail,river,road,road_type,sports_centre,stadium,state,state_code,state_district,station,stream,suburb,subway_entrance,supermarket,taxi,town,toys,travel_agency,university,unknown,viewpoint,village,water
723,SE,SWE,Sverige,country,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6749712,14.5208584,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,DK,DNK,Sverige,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Hedensted Municipality,,,,,,,,,,,,,,,,Sverige,,,,,,,,,,55.6978637,9.9704468,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Central Denmark Region,,,,,,,,,,,,,,,,
725,NO,NOR,Sverige,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Telemark,,,,,,,,,,,,,,,,Mo,,,,,,,,,,59.2961139,9.5585944,,,,,,,,,,,,,3721,,,,,,,,,,,,,,,,,,,Sverige,,,,,,,,,,,
726,NO,NOR,Sverige,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,Eide,,,,,,,,,,59.339325,9.9059472,,Sverige,,,,,,,,,,,3277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,NO,NOR,Sverige,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,Vassbotn,,,,,,,,,,59.0517238,9.9232993,,Sverige,,,,,,,,,,,3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,SE,SWE,Sverige,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Östhammar,,,,,,,,,,,,,,,,,,,,,,,,,Sverige,60.4220918,18.6376196,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Uppsala County,,Sveriges Landskap,,,,,,,,,,,,,,
729,NO,NOR,Sverige,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,Vassbotn,,,,,,,,,Sverige,59.0516595,9.9235386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,DK,DNK,Sverige,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Mariagerfjord Municipality,,,,,,,,,,,,,,,,Fruelund,,,,,,,,,,56.7632989,9.8028383,,,,,,,,,,,,European Union,,,,,,,,,,,Sverige,,,,North Denmark Region,,,,,,,,,,,,,,,,
731,DK,DNK,Sverige,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Rebild Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,56.7552153,9.7933406,,,,,,,,,,,,European Union,,,,,,,,,,,Sverige,service,,,North Denmark Region,,,,,,,,,,,,,,,,
732,,,Sydamerika,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0002179,-61.0006565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South America,,,
733,SE,SWE,Sydamerika,garden,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Enköping,,,,,,,,,,,,,Sydamerika,,,,,,,,,,,,,59.6341824,17.0616939,,,,,,,,,,,,European Union,74563,,,,,,,,,,Strömgatan,,,,Uppsala County,,Sveriges Landskap,,,Lillsidan,,,,Enköping,,,,,,,
734,,,Sydamerika,country_code,,,,,,,,,,,,,,,,,,,,,,,South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.60485,-57.65625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,DK,DNK,Syden,allotments,,,Haveforeningen Nordly,,,,,,,,,,,,,,,Vejle,,,,,Europe,,Denmark,dk,Vejle Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,55.718066,9.5382464,,,,,,,,,,,,European Union,7100,,,,,,,,,,Syden,service,,,Region of Southern Denmark,,,,,,,,,,,,,,,,
736,GE,GEO,Tiflis,city,,,,,,,,,,,,,,,,,,Tbilisi,,,,,Asia,,Georgia,ge,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6934591,44.8014495,,,,,,,,,,,,,0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,GE,GEO,Tiflis,state,,,,,,,,,,,,,,,,,,,,,,,Asia,,Georgia,ge,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7318837,44.8368763,,,,,,,,,,,,,,,,,,,,,,,,,,,Tbilisi,,,,,,,,,,,,,,,,
738,US,USA,Tiflis,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Grant County,,,,,,,,,,,,,,,,Tiflis,,,,,,,,,,47.0693098,-119.058621,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,WA,,,,,,,,,,,,,,,
739,IT,ITA,Tiflis,stream,,,,,,,,,,,,,,,,,,Bari,,,,,Europe,,Italy,it,BA,,,,,,,,,,,,,,,,,,,,,,,,,,41.1293521,16.7783328,,,,,,,,,,,,European Union,70132,,,,,,,,,,,,,,Apulia,,,,Balice,,,,,,,,,,,,
740,IT,ITA,Tiflis,restaurant,,,,,,,,,,,,,,,,,,Genoa,,,,,Europe,,Italy,it,Genoa,,,,,,,,,,,Vico del Fico,,,,,,,,,,35R,,,,,44.4051989,8.932528,,,,,,Sant'Andrea,,,,,,European Union,16123,,,,,,,Tiflis,,,,,,,Liguria,LIG,,,,Centro Est,,,,,,,,,,,
741,GE,GEO,Tiflis,restaurant,,,,,,,,,,,,,,,,,,Tbilisi,,,,,Asia,,Georgia,ge,,,,,,,,,,,,,,,,,,,,,,,,,,,41.746352,44.7720907,,,,,,სანაპირო,,,,,,,0119,,,,,,,Tiflis,,,Left Embankment,,,,,,,,,Didube-Chugureti Raion,,,,,,,,,,,
742,RU,RUS,Tiflis,restaurant,,,,,,,,,,,,,,,,,,Saratov,Октябрьский район,,,,Europe,,Russia,ru,Saratov,,,,,,,,,,,,,,,,,,,,,96,,,,,51.5184863,46.0167867,,,,,,Новая набережная,,,,,,,410000,,,,,,,Tiflis,,,улица Чернышевского,,,,Saratov Oblast,,,,,,,,,,,,,,,,
743,RU,RUS,Tiflis,restaurant,,,,,,,,,,,,,,,,,,Saratov,Октябрьский район,,,,Europe,,Russia,ru,Saratov,,,,,,,,,,,,,,,,,,,,,45,,,,,51.529296,46.0199982,,,,,,,,,,,,,410000,,,,,,,Tiflis,,,Sovetskaya Street,,,,Saratov Oblast,,,,,,,,,,,,,,,,
744,TJ,TJK,Tiflis,restaurant,,,,,,,,,,,,,,,,,,Dushanbe,,,,,Asia,,Tajikistan,tj,Rudaki District,,,,,,,,,,,,,,,,,,,,,,,,,,38.5703807,68.7959419,,,,,,,,,,,,,734000,,,,,,,Tiflis,,,Huseynzade Street,,,,Dushanbe,,,,,,,,,,,,,,,,
745,UA,UKR,Tiflis,restaurant,,,,,,,,,,,,,,,,,,Vinnytsia,,,,,Europe,,Ukraine,ua,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2329942,28.4627318,,,,,,,,,,,,,21000-21499,,,,,,,Tiflis,,,Teatralna Street,,,,Vinnytsia Oblast,,,,,Tsentr,,,,,,,,,,,
746,NO,NOR,Tromsø,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Troms,,,,,,,,,,,,,,,,,,,,,,,,,,69.6492969,18.9548489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,SE,SWE,Tromsø,beach,,,,,,,,,,,Tromsö,,,,,,,,,,,,Europe,,Sweden,se,Haparanda,,,,,,,,,,,Seskarö Red Rute,,,,,,,,,,,,,,,65.712138,23.7618167,,,,,,,,,,,,European Union,953 94,,,,,,,,,,,,,,Norrbotten County,,Province Norrbotten,,,,,,,,,,,,,Seskarö,
748,NO,NOR,Trondhjem,city,,,,,,,,,,,,,,,,,,Trondheim,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.4305658,10.3951929,,,,,,,,,,,,,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,NO,NOR,Trondhjem,pub,,,,,,,,,,,,,,,,,,Trondheim,Midtbyen,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.4313285,10.3928913,,,,,,Kalvskinnet,,,,,,,7011,Trondhjem Mikrobryggeri,,,,,,,,,Ravelsveita,,,,,,,,,Midtbyen,,,,,,,,,,,
750,NO,NOR,Trondhjem,artwork,,,,,,Monument til Trondhjem,,,,,,,,,,,,Trondheim,Midtbyen,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.4271827,10.3947496,,,,,,Kalvskinnet,,,,,,,7013,,,,,,,,,,Kongsgårdsgata,,,,,,,,,Midtbyen,,,,,,,,,,,
751,NO,NOR,Trondhjem,building,,,,,,,,,,,,Trondhjem Roklubb/ Trondhjems Kajakk-klubb,,,,,,Trondheim,Østbyen,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.3956442,10.5543646,,,,,,,,,,,,,7054,,,,,,,,,,Jonsvannsveien,,,,,,,,,Ranheim,,,,,,,,,,,
752,US,USA,Trondhjem,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Marshall County,,,,,,,,,,,,,,,,,,,,,,,,,,45.8574572,-97.480375,,,,,,,,,,,Trondhjem Church,,,,,,,,,,,,436th Avenue,,,,South Dakota,SD,,,,,,,,,,,,,,,
753,US,USA,Trondhjem,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Yankton County,,,,,,,,,,,,,,,,,,,,,,,,,,43.032772,-97.2344981,,,,,,,,,,,Trondhjem Church,,57037,,,,,,,,,,448th Avenue,,,,South Dakota,SD,,,,,,,,,,,,,,,
754,US,USA,Trondhjem,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Roberts County,,,,,,,,,,,,,,,,,,,,,,,,,,45.7755158,-96.7453515,,,,,,,,,,,Trondhjem Church,,,,,,,,,,,,111th Street,,,,South Dakota,SD,,,,,,,,,,,,,,,
755,US,USA,Trondhjem,cemetery,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Marshall County,,,,,,,,,,,,,,Trondhjem Cemetery,,Kidder,,,,,,,,,,45.877851,-97.5021233,,,,,,,,,,,,,,,,,,,,,,,104th Street,,,,South Dakota,SD,,,,,,,,,,,,,,,
756,NO,NOR,Trondhjem,community_centre,,,,,,,,,,,,,,,,,,Trondheim,Midtbyen,,,The Student Society - Samfundet,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,1,,,,,63.4224822,10.3951571,,,,,,Gløshaugen,,,,,,,7030,,,,,,,,,,Elgeseter gate,,,,,,,,,Midtbyen,,,,,,,,,,,
757,DE,DEU,Tyskland,country,,,,,,,,,,,,,,,,,,,,,,,Europe,,Germany,de,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0834196,10.4234469,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,NO,NOR,Tyskland,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,Tyskland,,,,,,,,,,Sand,,,,,,,,,,59.9257556,10.4521083,,,,,,,,,,,,,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,NO,NOR,Tyskland,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,Tyskland,,,,,,,,,,,,,,,,,,,,59.593175,9.766092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,SE,SWE,Tyskland,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Säffle,,,,,,,,,,,,,,,,Åkershus,,,,,,,,,Tyskland,58.873764,13.2484175,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Värmland County,,,,,,,,,,,,,,,,
761,SE,SWE,Tyskland,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Söderköping,,,,,,,,,,,,,,,,,,,,,,,,,Tyskland,58.313438,16.9753109,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Östergötland County,,Province Östergötland,,,,,,,,,,,,,,
762,SE,SWE,Tyskland,road,,,,,,,,,,,,,,,,,,Gävle,,,,,Europe,,Sweden,se,Gävle,,,,,,,,,,,,,,,,,,,,,,,,,,60.6760977,17.1346267,,,,,,,,,,,,European Union,80324,,,,,,,,,,Hantverkargatan,,,,Gävleborg County,,,,,Villastan,,,,,,,,Tyskland,,,
763,HU,HUN,Ura,city,,,,,,,,,,,,,,,,,,Ura,,,,,Europe,,Hungary,hu,Szabolcs-Szatmár-Bereg,,,,,,,,,,,,,,,,,,,,,,,,,,47.8179313,22.6050745,,,,,,,,,,,,European Union,4763,,,,,Great Plain and North,,,,,,,,,,,,,,,,,,,,,,,,,
764,EE,EST,Ura,river,,,,,,,,,,,,,,,,,,,,,,,Europe,,Estonia,ee,Saarde vald,,,,,,,,,,,,,,,,,,,,,,,,,,58.154365,24.7201418,,,,,,,,,,,,European Union,86508,,,,,,,,,Ura jõgi,,,,,,,,,,,,,,,,,,,,,
765,RU,RUS,Ura,river,,,,,,,,,,,,,,,,,,Чапаевский наслег,,,,,Asia,,Russia,ru,Olyokminsky Ulus,,,,,,,,,,,,,,,,,,,,,,,,,,60.2672303,117.112662,,,,,,,,,,,,,,,,,,,,,,Ura,,,,,Sakha Republic,,,,,,,,,,,,,,,,
766,ID,IDN,Ura,state,,,,,,,,,,,,,,,,,,,,,,,Asia,,Indonesia,id,,,,,,,,,,,,,,,,,,,,,,,,,Ura,,-0.415278,130.686667,,,,,,,,,,,,,,,,,,,,,,,,,,,West Papua,,,,,,,,,,,,,,,,
767,NO,NOR,Ura,peak,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,62.9548031,9.1960397,,,,,,,,Ura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,EE,EST,Ura,neighbourhood,,,,,,,,,,,,,,,,,,,Ura küla,,,,Europe,,Estonia,ee,Lääneranna vald,,,,,,,,,,,,,,,,,,,,,,,,,,58.5929429,24.2023324,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,BT,BTN,Ura,village,,,,,,,,,,,,,,,,,,,,,,,Asia,,Bhutan,bt,Bumthang Dzongkhag,,,,,,,,,,,,,,,,,,,,,,,,,,27.4830115,90.9108135,,,,,,,,,,,,,,,,,,,,,,,,,,,Bumthang District,,,,,,,,,,,,,,,Ura,
770,RU,RUS,Ura,river,,,,,,,,,,,,,,,,,,Узюмское сельское поселение,,,,,Europe,,Russia,ru,Atninsky District,,,,,,,,,,,,,,,,,,,,,,,,,,56.34222,49.5743544,,,,,,,,,,,,,,,,,,,,,,Ура,,,,,Tatarstan,,,,,,,,,,,,,,,,
771,RU,RUS,Ura,river,,,,,,,,,,,,,,,,,,Новокинерское сельское поселение,,,,,Europe,,Russia,ru,Arsky District,,,,,,,,,,,,,,,,,,,,,,,,,,56.3908666,49.6025998,,,,,,,,,,,,,422032,,,,,,,,,Ура,,,,,Tatarstan,,,,,,,,,,,,,,,,
772,RU,RUS,Ura,river,,,,,,,,,,,,,,,,,,Кшкловское сельское поселение,,,,,Europe,,Russia,ru,Atninsky District,,,,,,,,,,,,,,,,,,,,,,,,,,56.3644626,49.5835068,,,,,,,,,,,,,422032,,,,,,,,,Ура,,,,,Tatarstan,,,,,,,,,,,,,,,,
773,NO,NOR,Utvær,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Sogn og Fjordane,,,,,,,,,,,,,,,,,,,,,,,,,,61.0587876,4.5169187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utvær,,,
774,DK,DNK,Vangen,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Hjørring Municipality,,,,,,,,,,,,,,,,Vangen,,,,,,,,,,57.3757214,9.8825938,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,North Denmark Region,,,,,,,,,,,,,,,,
775,NO,NOR,Vangen,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,Vangen,,,,,,,,,,68.5325815,14.9882411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,NO,NOR,Vangen,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,61.7305249,9.5518366,,,,,,,,,,,,,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vangen,
777,DK,DNK,Vangen,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Odsherred Municipality,,,,,,,,,,,,,,,,Vangen,,,,,,,,,,55.9318936,11.6736617,,,,,,,,,,,,European Union,4500,,,,,,,,,,,,,,Region Zealand,,,,,,,,,,,,,,,,
778,NO,NOR,Vangen,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hordaland,,,,,,,,,,,,,,,,Fredheim,,,,,,,,,,60.4623139,5.1977611,,Vangen,,,,,,,,,,,5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,NO,NOR,Vangen,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,Vangen,,,,,,,,,,,,,,,,,,,,59.8181415,11.0006001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,NO,NOR,Vangen,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Telemark,,,,,,Vangen,,,,,,,,,,Heimdal,,,,,,,,,,59.0036722,8.59075,,,,,,,,,,,,,3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,NO,NOR,Vangen,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Telemark,,,,,,Vangen,,,,,,,,,,Ånnerød,,,,,,,,,,59.1440556,9.61145,,,,,,,,,,,,,3738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,NO,NOR,Vangen,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hedmark,,,,,,,,,,,,,,,,,,,,,,,,,,62.195628,10.356553,,Vangen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,NO,NOR,Vangen,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hedmark,,,,,,Vangen,,,,,,,,,,,,,,,,,,,,59.8933811,12.0977416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,DE,DEU,Verden,neighbourhood,,,,,,,,,,,,,,,,,,Verden,,,,,Europe,,Germany,de,Landkreis Verden,,,,,,,,,,,,,,,,,,,,,,,,,,52.922341,9.228153,,,,,,,,,,,,European Union,27283,,,,,,,,,,,,,,Lower Saxony,,,,,Verden,,,,,,,,,,,
785,US,USA,Verden,city,,,,,,,,,,,,,,,,,,Verden,,,,,North America,,USA,us,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0833963,-98.0878254,,,,,,,,,,,,,73092,,,,,,,,,,,,,,Oklahoma,OK,,,,,,,,,,,,,,,
786,NO,NOR,Vestfjorden,bay,,,,,,,,,,Vestfjorden,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,,,,,,,,,,,68.05,14.7666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,NO,NOR,Vestfjorden,bay,,,,,,,,,,Vestfjorden,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,,,,,,,,,,,67.5636394,13.4875817,,,,,,,,,,,,,8097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,NO,NOR,Vestfjorden,bay,,,,,,,,,,Vestfjorden,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,Nygård,,,,,,,,,,59.714989,10.531728,,,,,,Frydenlund,Fjordveien,,,,,,3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,NO,NOR,Vestfjorden,bay,,,,,,,,,,Vestfjorden,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,,,,,,,,,,,Kjellerød,,,,,,Vannverket,,,,59.4137955,10.7458676,,,,,,,,,,,,,1580,,,,,,,,,,Kjellerødveien,,,,,,,,,Solstad,,,,,,,,,,,
790,NO,NOR,Vestfjorden,water,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,East Agder,,,,,,,,,,,,,,,,Raudsandmoen,,,,,,,,,,58.7699315,8.7099865,,,,,,,,,,,,,,,,,,,,,,,Raudsandmoveien,,,,,,,,,Skålstaua,,,,,,,,,,,Vestfjorden
791,NO,NOR,Vestfjorden,state,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,71.13333,25.86667,,,,,,,,,,,,,,,,,,,,,,,,,,,Finnmark,,,,,,,,,,,,,,,,
792,GR,GRC,Vælta,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Greece,gr,Δήμος Κασσάνδρας,,,,,,,,,,,,,,,,,,,,,,,,,,40.048281,23.4111827,,,,,,,,,,,,European Union,63077,,,,,,,,,,,,,,Macedonia - Thrace,,Central Macedonia Region,,,,,,,Kassandria,,,,,,,
793,GR,GRC,Vælta,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Greece,gr,Δήμος Τριφυλίας,,,,,,,,,,,,,,,,,,,,,,,,,,37.1022975,21.6261986,,,,,,,,,,,,European Union,24400,,,,,,,,,,,,,,"Peloponnese, West Greece and Ionian Sea",,Peloponnese Region,,,,,,,,,,,,,Valta,
794,EE,EST,Vælta,village,,,,,,,,,,,,,,,,,,,Välta küla,,,,Europe,,Estonia,ee,Saaremaa vald,,,,,,,,,,,,,,,,Välta,,,,,,,,,,58.483306,23.1440351,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,EE,EST,Vælta,neighbourhood,,,,,,,,,,,,,,,,,,,Välta küla,,,,Europe,,Estonia,ee,Saaremaa vald,,,,,,,,,,,,,,,,,,,,,,,,,,58.4739584,23.1460035,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,BR,BRA,Vælta,hardware,,,,,,,,,,,,,,,,,,São Paulo,Belém,,,,South America,,Brazil,br,Região Imediata de São Paulo,,,,,,,,,,,,,,,,,Valta,,,,89,,,,,-23.5374219,-46.5992891,,,,,,Vila Operária Maria Zélia,,,,,,,03021-000,,,,,,,,,,Rua Catumbi,,,,São Paulo,SP,Região Intermediária de São Paulo,,,Belém,,,,,,,,,,,
797,AL,ALB,Vælta,hotel,,,,,,,,,,,,,,,,,,,,,,,Europe,,Albania,al,Bashkia Himarë,,,,,,,,,,,,,,,,,,,Valta,,,,,,,40.0524774,19.816413,,,,,,,,,,,,,9425,,,,,,,,,,Rruga Persefoni Kokedhima,,,,Southern Albania,,,,,,,,,Himarë,,,,,,,
798,EE,EST,Vælta,building,,,,,,,,,,,,Välta,,,,,,,Valjala alevik,,,,Europe,,Estonia,ee,Saaremaa vald,,,,,,,,,,,,,,,,,,,,,,,,,,58.402465,22.8207341,,,,,,,,,,,,European Union,94320,,,,,,,,,,Valjala — Kallemäe,,,,,,,,,,,,,,,,,,,Valjala,
799,EE,EST,Vælta,building,,,,,,,,,,,,Välta,,,,,,,Põlli küla,,,,Europe,,Estonia,ee,Märjamaa vald,,,,,,,,,,,,,,,,Põlli,,,,,,,,,,59.0275955,24.4793804,,,,,,,,,,,,European Union,78250,,,,,,,,,,Rapla — Varbola,,,,,,,,,,,,,,,,,,,,
800,EE,EST,Vælta,bus_stop,,,,,,,,,,,,,Välta,,,,,,Unguma küla,,,,Europe,,Estonia,ee,Saaremaa vald,,,,,,,,,,,,,,,,Mui,,,,,,,,,,58.4903457,23.1175815,,,,,,,,,,,,European Union,94522,,,,,,,,,,Audla — Saareküla — Tornimäe — Väikne,bus_stop,,,,,,,,,,,,,,,,,,,
801,NO,NOR,Vælta,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Åsnes,,,,,,,,,,,,,,,,,,,,,,,,,,60.64061,12.27683,,,,,,,,,,,,,,,,,,,,,,,,,,,Hedmark,,,,,,,,,Velta,,,,,,,
802,US,USA,Washington,city,,,,,,,,,,,,,,,,,,Washington D.C.,,,,,North America,,USA,us,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,38.8948932,-77.0365529,,,,,,,,,,,,,20500,,,,,,,,,,,,,,District of Columbia,DC,,,,,,,,,,,,,,,
803,US,USA,Washington,state,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8936613,-76.9878833,,,,,,,,,,,,,,,,,,,,,,,,,,,District of Columbia,DC,,,,,,,,,,,,,,,
804,US,USA,Washington,state,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2868352,-120.2126139,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,WA,,,,,,,,,,,,,,,
805,US,USA,Washington,county,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Washington County,,,,,,,,,,,,,,,,,,,,,,,,,,38.3662806,-89.4201902,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,IL,,,,,,,,,,,,,,,
806,US,USA,Washington,county,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Washington County,,,,,,,,,,,,,,,,,,,,,,,,,,39.7887478,-97.0917391,,,,,,,,,,,,,,,,,,,,,,,,,,,Kansas,KS,,,,,,,,,,,,,,,
807,US,USA,Washington,county,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Washington County,,,,,,,,,,,,,,,,,,,,,,,,,,40.1943798,-80.2541251,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,PA,,,,,,,,,,,,,,,
808,US,USA,Washington,county,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Washington County,,,,,,,,,,,,,,,,,,,,,,,,,,43.2294536,-73.4471343,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,NY,,,,,,,,,,,,,,,
809,AT,AUT,Wien,city,,,,,,,,,,,,,,,,,,Vienna,,,,,Europe,,Austria,at,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2083537,16.3725042,,,,,,,,,,,,European Union,1010,,,,,,,,,,,,,,Vienna,,,,,,,,,,,,,,,,
